date,bank_prime_loan_rate,owned_housing_units,monetary_base,currency_circulation,federal_minimum_wage,m1_money_stock,m2_money_stock,m2_own_rate,cpi_core_urban_consumers,cpi_core_urban_consumers_exclude_food_energy,employees_payroll,consumer_credit,unemployment_rate,savings_deposits
1959-02-01,4,99,49805,31.157,1,139.3,287.7,0,28.9,29.9,51642,48.874,6.6,136.7
1960-02-01,5,90.7,49609,31.583,1,139.8,298.5,1.329,29.4,30.6,53422,55.639,5.2,147.2
1961-02-01,4.5,74.1,48441,31.84,1,141.6,316.6,1.468,29.8,30.8,52414,59.509,7.5,162
1962-02-01,4.5,77.1,49841,32.845,1.15,145.6,340.3,2.007,30.1,31.2,54022,61.799,5.8,178.2
1963-02-01,4.5,89.6,51013,34.222,1.15,148.7,368,2.16,30.4,31.5,55054,68.454,6.2,198.4
1964-02-01,4.5,101.3,53472,36.38,1.25,153.9,397.6,2.294,30.9,32.1,56601,77.327,5.6,217.5
1965-02-01,4.5,80.9,56508,38.636,1.25,160.3,430.1,2.437,31.2,32.6,58676,87.04,5,239
1966-02-01,5,76.2,59751,41.218,1.25,168.6,463.7,2.613,32,33,61707,96.553,3.6,258.3
1967-02-01,5.75,61.4,63282,43.516,1.4,171.6,483.6,2.659,32.9,34.2,64377,101.123,3.5,252.6
1968-02-01,6,84.6,67213,45.853,1.6,183,528.1,2.725,34.2,35.6,66203,106.726,3.5,262.9
1969-02-01,7,90.1,71978,49.229,1.6,197.3,569.1,2.773,35.8,37.5,68712,118.179,3,267.4
1970-02-01,8.5,74.3,75237,52.112,1.6,202,583.4,3.022,38,39.8,70332,126.936,3.9,257
1971-02-01,5.88,102.2,80565,55.754,1.6,214.3,638,3.099,39.9,42.1,69844,133.778,5.7,265.1
1972-02-01,4.75,152.2,86081,59.69,1.6,228.9,722.2,3.153,41.3,43.5,71668,147.65,5.2,295.7
1973-02-01,6.02,138,90275,64.57,1.6,248.4,810.1,3.316,42.9,44.7,74989,170.042,4.6,321.3
1974-02-01,9.21,109.4,99063,70.426,1.6,261.1,859.8,4.338,47.2,47.1,77163,190.626,4.8,325.8
1975-02-01,8.96,54.7,105511,77.043,2.1,269.9,908.7,3.788,52.5,52.6,75764,197.376,8,341.9
1976-02-01,6.75,89.9,110558,84.038,2.3,285.3,1034.2,3.787,55.8,56,77605,204.359,7.5,400
1977-02-01,6.25,112.5,117818,91.711,2.3,304.9,1169.9,3.926,59.1,59.5,79747,226.5538,7.4,460
1978-02-01,8,101.3,128671,101.138,2.65,327.9,1276.8,4.173,62.9,63.2,83738,263.5632,5.8,492.5
